Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
8207,0.51,Good,D,SI2,57.7,60.0,5.31,5.26,3.05,1202
5426,1.56,Ideal,F,VS1,61.7,56.0,7.48,7.46,4.61,17455
4262,1.31,Ideal,F,SI1,62.4,57.0,6.96,6.88,4.32,8227
5163,1.13,Premium,F,SI1,60.6,60.0,6.76,6.67,4.07,5581
23268,0.47,Ideal,D,VS2,61.9,56.0,4.99,5.03,3.1,1319
8623,0.4,Ideal,D,VVS2,62.8,56.0,4.68,4.72,2.95,1111
8776,0.41,Ideal,F,VS1,61.3,57.0,4.77,4.79,2.93,1007
690,0.54,Ideal,E,SI2,,57.0,5.25,5.28,3.19,1246
14501,0.46,Ideal,G,SI1,61.4,56.0,4.97,4.99,3.06,990
5229,1.75,Premium,I,VS1,60.6,60.0,7.8,7.84,4.74,12416
25124,1.22,Premium,I,VS1,62.6,57.4,6.76,6.8,4.24,6763
25470,0.43,Premium,D,SI1,60.1,58.0,4.93,4.89,2.95,1064
22790,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,978
9012,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,5000
8476,0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,530
25207,0.71,Premium,I,SI2,62.1,58.0,5.7,5.67,3.53,1696
26202,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,816
8084,1.6,Premium,E,SI2,59.4,59.0,7.61,7.55,4.5,10483
243,0.32,Very Good,G,VS2,60.9,58.0,4.42,4.45,2.7,564
3141,0.71,Ideal,G,VS1,62.6,57.0,5.67,5.7,3.56,2930
20578,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1637
2386,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,2636
21970,0.38,Ideal,G,SI1,62.4,57.0,4.65,4.62,2.89,855
20177,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1415
15296,0.7,Premium,G,I1,59.7,59.0,5.76,5.57,3.39,1138
13216,1.08,Ideal,H,SI1,60.0,58.0,6.69,6.66,4.01,5867
8982,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,828
18244,0.34,Ideal,G,VS2,62.2,53.0,4.51,4.46,2.79,765
4415,1.0,Good,I,SI1,61.0,60.0,6.36,6.39,3.89,4496
14736,1.01,Ideal,E,VS1,,56.0,6.45,6.49,3.98,9503
20433,1.01,Ideal,H,SI1,61.9,58.0,6.42,6.48,3.99,4767
25641,2.01,Very Good,H,SI1,62.2,60.0,8.05,8.0,4.99,17434
26839,0.53,Ideal,F,VS1,62.0,55.0,5.15,5.2,3.21,1812
14985,0.7,Good,F,VVS1,63.3,56.0,5.64,5.7,3.59,3310
4799,1.01,Good,E,VS2,63.8,59.0,6.26,6.22,3.98,5430
11313,0.43,Good,F,VS1,57.9,61.0,4.99,5.03,2.9,931
9901,1.06,Premium,D,SI1,59.4,57.0,6.72,6.65,3.97,5817
19047,0.33,Ideal,F,VVS1,61.9,55.0,4.44,4.42,2.74,1021
21745,1.21,Ideal,I,VS2,62.0,60.0,6.77,6.84,4.22,6135
26700,0.32,Very Good,D,VVS1,61.9,54.0,4.42,4.46,2.75,983
10598,1.19,Very Good,I,SI1,63.2,58.0,6.82,6.7,4.27,4665
10898,0.32,Ideal,I,IF,60.8,54.0,4.47,4.44,2.71,864
11380,0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,2810
7830,0.41,Premium,E,SI2,60.0,59.0,4.78,4.82,2.88,683
3615,0.4,Premium,G,VVS1,61.5,58.0,4.69,4.74,2.9,1123
4613,0.3,Ideal,F,VS2,61.6,56.0,4.3,4.33,2.66,573
18539,0.91,Very Good,E,SI1,60.5,61.0,6.19,6.23,3.76,4211
12020,0.7,Ideal,G,VS1,60.6,57.0,5.75,5.7,3.47,2535
11126,0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,770
18597,1.59,Very Good,J,VS1,60.1,60.0,7.56,7.59,4.55,8515
7420,0.39,Good,G,IF,63.5,56.0,4.65,4.67,2.96,1213
5666,0.26,Ideal,F,VVS1,62.4,56.0,4.11,4.1,2.56,769
6889,0.72,Ideal,J,VVS2,61.6,56.0,5.76,5.73,3.54,1996
22957,0.26,Premium,H,VVS1,59.8,59.0,4.17,4.12,2.48,600
1782,0.54,Ideal,E,VS2,62.4,56.0,5.23,5.19,3.25,1765
2022,0.52,Ideal,G,VS2,60.8,57.0,5.19,5.21,3.16,1595
9802,0.92,Good,H,VS1,62.3,63.0,6.18,6.3,3.88,4116
24994,0.42,Ideal,I,VVS1,62.5,57.0,4.77,4.8,2.99,884
21530,0.3,Ideal,G,VS2,62.5,53.0,4.27,4.3,2.68,526
12808,0.71,Ideal,J,SI1,60.6,57.0,5.78,5.83,3.52,2700
4034,0.32,Premium,F,VS2,62.1,59.0,4.41,4.35,2.72,828
6550,0.62,Very Good,E,SI2,58.8,63.0,5.58,5.61,3.29,1624
22630,0.32,Good,D,I1,64.0,54.0,4.33,4.36,2.78,361
12253,1.29,Good,J,VS2,58.2,61.0,7.07,7.12,4.13,5898
647,0.71,Good,J,VS1,63.3,55.0,5.62,5.66,3.57,1881
12574,0.7,Ideal,I,SI1,62.5,55.0,5.68,5.71,3.56,2110
24047,0.51,Very Good,D,SI1,59.1,63.0,5.27,5.15,3.08,1437
14415,1.16,Ideal,F,VVS2,61.8,56.7,6.7,6.78,4.16,10439
1584,0.38,Premium,D,VVS1,61.4,59.0,4.63,4.66,2.85,1400
21941,0.46,Ideal,E,VVS1,62.6,53.0,4.93,4.97,3.1,1816
16198,0.91,Very Good,D,SI1,63.5,56.0,6.13,6.18,3.91,4389
6100,0.39,Ideal,F,VS1,60.9,56.0,4.68,4.75,2.87,894
14154,1.02,Premium,E,VS2,62.8,59.0,6.44,6.39,4.03,5666
4119,1.5,Very Good,I,VS2,60.8,58.0,7.36,7.42,4.49,9804
4545,0.71,Ideal,D,VS2,62.5,55.0,5.71,5.74,3.58,3217
15160,1.0,Fair,H,VVS2,65.1,57.0,6.27,6.23,4.07,4312
12120,0.77,Good,D,VS2,63.1,57.0,5.83,5.86,3.69,3489
5714,0.5,Ideal,G,VVS2,62.1,55.0,5.09,5.05,3.15,1935
14732,1.01,Good,D,VS2,67.0,57.0,6.11,6.22,4.13,6113
3924,0.7,Very Good,H,SI1,62.0,60.0,5.65,5.7,3.52,2048
1821,1.01,Good,G,SI1,63.8,56.0,6.32,6.37,4.05,4504
19239,1.17,Ideal,I,SI1,61.7,56.0,6.73,6.78,4.17,6405
14537,0.3,Good,E,SI1,63.8,55.0,4.25,4.28,2.72,526
8148,0.72,Very Good,J,VS1,62.2,59.9,5.67,5.69,3.53,1914
17393,0.5,Premium,E,SI1,61.4,59.0,5.09,5.01,3.1,1155
3078,0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,2967
16256,1.51,Good,G,VS2,64.2,54.0,7.18,7.27,4.64,11640
7051,0.72,Very Good,F,VS1,63.3,57.0,5.68,5.75,3.62,3219
5733,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,790
15251,0.43,Very Good,G,VS2,59.1,60.0,4.88,4.93,2.9,867
23191,0.49,Good,D,VS1,57.5,60.0,5.18,5.25,3.0,1738
3426,0.32,Ideal,E,VS2,62.0,57.0,4.41,4.39,2.73,900
10409,0.95,Very Good,D,SI2,60.1,61.0,6.35,6.37,3.82,4418
14436,0.97,Ideal,H,SI2,61.6,55.0,6.37,6.32,3.91,3694
5322,1.2,Premium,F,SI2,62.7,60.0,6.73,6.67,4.21,4274
15908,0.53,Ideal,E,VS2,61.9,55.0,5.19,5.22,3.22,1721
5694,0.46,Good,F,VS1,56.5,61.0,5.11,5.05,2.87,1109
14788,0.54,Ideal,F,SI2,60.8,56.0,5.26,5.34,3.22,1235
26302,0.52,Good,F,VS2,63.6,56.0,5.12,5.07,3.24,1605
26646,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,2079
8193,0.41,Ideal,D,SI1,63.0,57.0,4.7,4.64,2.94,920
14830,1.01,Good,I,SI1,64.1,59.0,6.24,6.21,3.99,3676
21849,0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
14189,0.9,Very Good,F,SI1,63.2,56.0,6.16,6.09,3.87,4158
10900,0.74,Ideal,H,VS1,62.1,55.0,5.82,5.84,3.62,3254
21474,0.44,Premium,I,VS1,62.8,56.0,4.88,4.83,3.05,1040
4864,0.5,Premium,G,SI1,62.9,59.0,5.09,5.06,3.19,1286
20266,0.56,Ideal,G,SI1,62.5,57.0,5.26,5.23,3.28,1345
1530,0.4,Very Good,E,VVS2,,60.0,4.8,4.84,2.88,1184
14962,0.31,Ideal,F,VS2,62.1,57.0,4.36,4.34,2.7,802
10256,0.32,Ideal,D,VS2,62.5,56.0,4.38,4.45,2.76,758
5147,1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34,6822
20333,0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,1242
2324,1.12,Very Good,H,SI2,61.8,58.0,6.62,6.68,4.11,4624
10792,0.41,Premium,D,VVS1,62.2,58.0,4.71,4.77,2.95,1349
23122,1.45,Very Good,F,VS2,62.6,58.0,7.12,7.2,4.48,11667
2722,0.32,Ideal,H,VS1,62.1,55.0,4.4,4.39,2.73,672
17321,0.7,Ideal,E,VS2,62.5,55.0,5.73,5.7,3.57,2693
4662,0.31,Premium,H,VS1,62.4,58.0,4.32,4.36,2.71,544
5105,1.19,Ideal,F,SI1,62.1,56.0,6.81,6.84,4.24,5937
25593,0.87,Ideal,G,I1,61.5,57.0,6.09,6.04,3.73,1827
17219,1.01,Very Good,D,SI2,61.8,60.0,6.37,6.41,3.95,4588
25896,0.33,Very Good,E,SI1,63.4,55.0,4.4,4.37,2.78,743
3453,1.01,Very Good,E,SI1,60.0,60.0,6.45,6.49,3.88,5556
10502,0.56,Premium,H,VS1,60.1,58.0,5.4,5.35,3.23,1585
23425,0.35,Ideal,D,SI1,62.3,55.0,4.56,4.52,2.83,827
24589,1.11,Premium,H,SI1,58.4,60.0,6.87,6.83,4.0,4842
26308,1.06,Premium,F,SI1,61.9,59.0,6.57,6.52,4.05,4155
25755,0.5,Ideal,F,SI2,61.6,54.0,5.09,5.14,3.15,1079
2903,0.41,Very Good,D,VVS1,62.7,56.0,4.74,4.77,2.98,1349
20169,0.33,Premium,F,VS2,60.1,58.0,4.45,4.47,2.68,666
1334,1.56,Premium,H,VS2,62.4,58.0,7.44,7.39,4.63,10331
8143,0.41,Premium,H,VVS1,60.4,58.0,4.85,4.79,2.91,1115
17232,0.54,Ideal,D,SI1,62.4,57.0,5.23,5.19,3.25,1786
16656,1.15,Premium,G,SI2,62.5,55.0,6.72,6.68,4.19,4861
13304,1.05,Ideal,H,SI1,62.4,57.0,6.49,6.52,4.06,5128
16191,0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51,2586
1641,0.34,Ideal,H,SI1,61.3,57.0,4.54,4.55,2.78,526
5760,1.6,Premium,H,SI2,62.4,60.0,7.48,7.43,4.65,9229
21574,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,720
20291,0.34,Ideal,E,IF,62.0,56.0,4.5,4.47,2.78,1243
13515,0.3,Ideal,E,VVS2,61.4,55.0,4.34,4.36,2.67,1053
18549,1.33,Fair,F,I1,62.0,56.0,7.05,7.01,4.36,4698
6520,0.31,Premium,J,SI1,59.4,62.0,4.43,4.39,2.62,453
23955,0.44,Ideal,E,VS1,61.5,56.0,4.92,4.9,3.02,1155
26167,0.42,Very Good,G,SI1,63.2,57.0,4.79,4.77,3.02,945
3741,0.3,Very Good,G,VS1,60.3,62.0,4.3,4.33,2.6,605
16822,1.5,Premium,F,VS1,59.6,60.0,7.41,7.49,4.44,15338
21037,1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24,4791
11081,1.71,Very Good,J,SI1,62.9,58.0,7.58,7.64,4.79,8690
24841,0.5,Fair,G,VVS2,66.1,62.0,4.92,4.88,3.24,1659
1863,0.58,Premium,G,VS1,59.9,58.0,5.49,5.37,3.25,2071
24849,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,882
10538,0.9,Good,H,SI1,62.8,62.0,6.05,6.09,3.81,3447
7439,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,567
16355,0.3,Premium,F,VVS2,61.6,58.0,4.35,4.28,2.66,945
858,0.74,Very Good,F,SI2,59.6,60.0,5.85,6.0,3.53,2298
19136,0.64,Fair,F,VS2,57.0,62.5,5.67,5.78,3.26,2063
16164,0.32,Very Good,F,VVS2,61.8,60.0,4.36,4.41,2.71,786
23920,1.5,Good,H,VS2,64.0,58.0,7.14,7.17,4.58,9620
2028,1.01,Good,E,VVS2,63.3,58.0,6.31,6.39,4.02,8752
12594,1.11,Ideal,E,SI1,62.5,54.0,6.62,6.63,4.13,6737
19669,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,625
16794,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,10012
4877,0.54,Ideal,F,VVS1,60.5,55.0,5.31,5.33,3.22,2356
7595,2.18,Ideal,I,SI2,62.5,55.0,8.31,8.34,5.2,15706
20904,0.4,Ideal,H,IF,62.7,57.0,4.7,4.68,2.94,1238
662,0.7,Very Good,D,VS1,61.2,56.0,5.68,5.75,3.5,3567
21502,0.3,Ideal,F,VS2,61.6,57.0,4.33,4.3,2.66,776
16589,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,9475
11435,1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
16229,0.63,Ideal,E,VS1,61.9,55.0,5.46,5.5,3.4,2565
13168,0.31,Very Good,G,VVS2,62.7,55.0,4.32,4.35,2.72,627
15051,0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,544
10000,0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58,2822
13336,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28,1171
21073,0.39,Very Good,F,VS1,57.1,61.0,4.86,4.91,2.79,1000
25220,1.2,Fair,I,I1,65.1,55.0,6.65,6.59,4.31,2376
899,1.32,Good,I,VS1,59.2,58.0,7.14,7.18,4.24,7143
20367,0.3,Premium,G,VS1,62.1,60.0,4.3,4.24,2.65,776
1669,0.24,Ideal,F,VVS2,61.4,59.0,4.0,4.05,2.47,540
19559,2.01,Ideal,I,SI1,62.2,56.0,8.12,8.06,5.03,15116
6667,1.63,Premium,F,SI1,59.7,62.0,7.73,7.65,4.59,12394
21543,1.17,Ideal,J,VS2,62.1,56.0,6.8,6.75,4.21,4619
23737,1.02,Ideal,F,VVS2,61.9,57.0,6.53,6.42,4.01,9212
8139,0.31,Ideal,F,VS2,61.8,56.0,4.33,4.37,2.69,625
20035,1.1,Ideal,J,SI1,62.2,55.0,6.62,6.65,4.13,4275
5955,0.77,Premium,I,VS2,60.3,58.0,5.96,5.94,3.59,2375
7919,0.61,Ideal,F,VS1,61.9,57.0,5.42,5.46,3.37,2246
7593,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,413
11383,0.47,Premium,H,VS1,60.3,61.0,5.05,5.04,3.04,1244
18269,0.35,Ideal,F,VS2,61.4,54.0,4.54,4.58,2.8,706
7318,0.51,Premium,G,VS2,61.2,60.0,5.17,5.12,3.15,1546
2707,1.01,Ideal,H,VS2,62.1,54.0,6.5,6.44,4.02,4909
19821,0.52,Good,H,SI1,57.6,61.0,5.34,5.32,3.07,1056
24252,1.01,Premium,I,I1,59.2,57.0,6.58,6.44,3.85,2017
12938,1.59,Ideal,G,VVS2,60.6,59.0,7.53,7.59,4.58,15843
14089,0.71,Good,I,VS1,63.6,56.0,5.65,5.7,3.61,2306
8353,1.5,Very Good,I,VS2,63.8,59.0,7.29,7.23,4.63,9960
16082,0.32,Very Good,G,VS1,63.2,55.0,4.39,4.37,2.77,828
4436,1.02,Premium,F,SI2,61.5,58.0,6.42,6.49,3.97,4459
16506,1.15,Very Good,E,SI2,61.7,60.0,6.7,6.78,4.16,4250
14735,0.4,Premium,E,SI1,,59.0,4.69,4.64,2.93,945
3439,0.3,Ideal,G,VS2,60.8,57.0,4.33,4.38,2.65,491
23621,0.74,Premium,E,VS2,62.7,58.0,5.72,5.77,3.6,3285
21952,1.03,Fair,G,SI1,64.7,63.0,6.36,6.31,4.1,4424
11414,0.82,Ideal,F,VS2,61.3,56.0,6.02,6.05,3.7,4931
16402,0.7,Very Good,D,VS2,60.8,59.0,5.67,5.71,3.46,2928
24606,2.04,Premium,I,I1,59.3,61.0,8.3,8.25,4.91,8408
12104,1.22,Premium,J,SI2,62.6,59.0,6.79,4.24,3.76,3156
22028,0.75,Good,E,SI2,63.8,55.0,5.74,5.8,3.68,2453
26421,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,1017
23170,0.77,Premium,F,VS2,62.4,59.0,5.85,5.81,3.64,3018
13492,1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,8131
6264,1.02,Premium,J,SI2,62.3,58.0,6.42,6.37,3.98,3119
21299,0.33,Very Good,I,VS2,62.6,58.0,4.34,4.42,2.74,463
13698,0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72,589
7431,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,5626
13709,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01,3569
19316,0.32,Ideal,E,IF,62.0,55.0,4.37,4.41,2.72,944
17988,0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,635
3227,0.3,Ideal,F,SI1,61.9,56.0,4.3,4.32,2.67,475
6572,0.9,Good,H,VVS1,64.3,59.0,6.04,6.09,3.9,4381
4269,0.43,Good,E,SI1,60.6,61.0,4.96,4.98,3.01,723
123,1.68,Premium,F,SI1,60.7,62.0,7.72,7.66,4.67,12681
2502,0.3,Ideal,G,SI1,62.8,56.0,4.32,4.28,2.7,574
26595,1.24,Premium,D,SI1,59.3,60.0,7.05,7.01,4.16,6319
25049,0.56,Ideal,J,VS2,61.7,54.0,5.31,5.36,3.29,1094
10104,0.92,Premium,E,SI1,59.8,59.0,6.33,6.37,3.8,4562
11228,0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,2019
21723,1.55,Ideal,D,VS2,60.1,58.0,7.56,7.54,4.54,15845
23718,0.31,Premium,F,IF,61.6,58.0,4.33,4.37,2.68,874
4820,1.0,Good,E,SI2,63.7,61.0,6.27,6.32,4.01,3819
5453,0.4,Ideal,D,VVS2,61.9,56.0,4.74,4.76,2.94,1263
23921,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,13434
5408,1.35,Ideal,G,I1,62.5,57.0,7.04,7.01,4.39,4643
20817,0.45,Ideal,F,SI1,60.8,56.0,4.97,4.93,3.01,930
20435,0.74,Good,D,VVS1,59.2,62.6,5.85,5.87,3.47,4274
16039,0.71,Ideal,G,SI1,62.5,57.0,5.67,5.69,3.55,2604
2326,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52,2822
8856,1.21,Premium,D,VVS2,61.1,59.0,6.9,6.89,4.21,14841
13417,0.81,Ideal,I,VS2,61.8,56.0,6.02,5.99,3.71,2939
109,1.01,Good,E,SI1,64.3,59.0,6.31,6.34,4.07,4766
22610,1.51,Ideal,H,VS1,62.6,56.0,7.32,7.28,4.57,11686
14865,0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,703
9415,0.55,Very Good,E,VS2,62.3,61.0,5.16,5.21,3.23,1669
14583,0.24,Very Good,D,VVS1,59.2,59.0,4.04,4.1,2.41,478
2804,1.01,Very Good,I,SI1,63.5,53.0,6.32,6.4,4.04,4794
20221,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,1984
3497,0.41,Ideal,G,VVS2,61.3,56.0,4.79,4.77,2.93,1076
270,1.22,Ideal,G,VS2,62.0,55.0,6.83,6.91,4.26,7923
15721,1.01,Premium,E,VS2,62.9,59.0,6.36,6.3,3.98,6606
19302,2.11,Very Good,G,I1,,57.0,8.13,8.07,5.12,7834
11174,0.41,Ideal,E,VVS2,61.5,55.0,4.83,4.79,2.96,1243
16790,0.7,Very Good,I,VS2,61.1,60.0,5.67,5.75,3.49,2166
9409,0.31,Ideal,D,SI1,61.7,56.0,4.35,4.37,2.69,541
15044,1.1,Premium,J,SI2,60.0,58.0,6.77,6.66,4.03,3216
9727,0.52,Ideal,G,VVS2,61.6,57.0,5.16,5.2,3.19,1897
6402,0.33,Ideal,F,VS1,61.2,57.0,4.46,4.49,2.74,738
18817,0.74,Ideal,I,VS1,60.8,57.0,5.86,5.88,3.57,2557
24700,1.01,Ideal,J,SI2,61.9,55.3,6.43,6.5,4.01,4099
21419,0.7,Very Good,E,SI1,61.3,61.0,5.66,5.7,3.48,2275
17695,1.0,Very Good,E,VVS2,59.1,58.0,6.5,6.57,3.86,9815
845,1.14,Ideal,E,VVS2,62.3,55.0,6.68,6.71,4.17,10512
3063,0.24,Ideal,F,VVS2,61.8,56.0,3.97,4.02,2.47,552
13476,1.1,Very Good,G,IF,59.8,56.0,6.75,6.82,4.06,9053
20734,0.33,Good,F,VVS1,63.3,57.0,4.38,4.44,2.79,764
17042,1.05,Ideal,F,VS2,62.8,57.0,6.48,6.45,4.06,6933
10601,0.43,Ideal,E,VS2,62.0,57.0,4.85,4.82,3.0,1048
24874,0.25,Very Good,E,IF,61.3,56.0,4.1,4.13,2.53,633
6574,1.3,Ideal,E,IF,62.3,54.0,6.97,7.03,4.36,15874
7463,1.12,Premium,G,VS1,58.4,58.0,6.87,6.84,4.0,7338
6862,0.41,Very Good,G,VVS2,61.6,56.0,4.76,4.78,2.94,1007
11443,1.5,Very Good,H,VVS2,62.9,59.0,7.26,7.31,4.58,11748
5402,1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95,6424
6352,0.32,Premium,D,VS2,62.0,57.0,4.42,4.38,2.73,972
5393,0.35,Ideal,I,IF,62.7,55.0,4.51,4.55,2.84,778
10701,0.7,Ideal,E,VS2,61.7,56.0,5.74,5.71,3.53,2979
481,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395
6627,0.5,Very Good,I,SI1,63.5,56.0,5.02,5.06,3.2,1048
20040,1.0,Premium,E,VS1,61.1,60.0,6.43,6.41,3.92,7588
5574,0.37,Premium,E,VS2,60.3,58.0,4.63,4.66,2.8,811
16524,0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,4315
12233,1.22,Very Good,E,SI1,63.4,56.0,6.79,6.76,4.29,5397
18350,0.42,Very Good,F,SI1,63.3,56.0,4.79,4.75,3.02,926
20329,0.93,Premium,G,SI2,61.4,56.0,6.27,6.23,3.84,3019
19185,0.31,Premium,H,VVS1,62.6,58.0,4.29,4.33,2.7,707
24364,0.4,Premium,F,SI1,62.7,57.0,4.7,4.68,2.94,945
9183,1.01,Good,G,SI2,62.4,60.0,6.32,6.38,3.96,4150
944,2.01,Premium,I,VS2,62.8,58.0,8.01,7.94,5.01,16778
21433,2.03,Premium,G,VS2,59.6,60.0,8.27,8.21,4.91,18680
2919,0.3,Very Good,H,VVS2,60.8,58.0,4.34,4.37,2.65,605
22935,0.41,Ideal,F,VVS1,62.0,55.0,4.74,4.78,2.95,1295
8188,0.57,Very Good,G,VS2,63.3,56.0,5.3,5.25,3.34,1641
9631,0.42,Ideal,I,VVS1,62.5,57.0,4.8,4.77,2.99,945
26402,0.78,Fair,E,SI2,66.9,57.0,5.7,5.66,3.6,2721
11205,0.56,Good,E,VS1,61.7,65.0,5.21,5.23,3.22,1938
15219,0.38,Good,E,SI1,62.8,61.0,4.6,4.67,2.91,641
14214,0.76,Ideal,I,SI1,62.3,57.0,5.81,5.87,3.64,2474
19745,1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91,5600
8923,0.3,Good,I,SI1,63.4,57.0,4.23,4.25,2.69,394
1441,0.33,Ideal,G,VS1,61.9,55.0,4.44,4.49,2.77,699
15400,0.34,Premium,H,VS2,61.1,58.0,4.5,4.47,2.74,689
3625,0.31,Ideal,D,VS2,62.6,56.0,4.33,4.36,2.72,734
18934,1.6,Very Good,I,VVS1,59.8,56.0,7.6,7.68,4.57,11170
13632,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,4368
13621,1.01,Ideal,G,VS1,61.2,57.0,6.42,6.47,3.95,7290
12856,1.1,Premium,G,VS2,60.5,60.0,6.67,6.58,4.01,6284
6679,0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29,1612
6977,0.5,Premium,F,VS1,58.0,59.0,5.3,5.22,3.05,1715
13716,0.33,Ideal,H,VS2,61.2,55.0,4.45,4.47,2.73,521
3931,0.9,Very Good,D,SI1,63.3,57.0,6.12,6.07,3.86,4304
10252,1.07,Premium,F,SI2,62.4,57.0,6.58,6.53,4.09,4573
6558,0.63,Premium,E,VS2,62.4,59.0,5.5,5.46,3.42,2344
8690,1.11,Ideal,E,SI2,62.0,57.0,6.67,6.63,4.12,4196
2271,0.8,Premium,G,SI2,61.4,56.0,5.99,5.96,3.67,2451
19554,0.7,Very Good,I,VS1,61.9,58.0,5.7,5.73,3.54,2304
15962,0.5,Good,E,VS1,58.2,61.0,5.19,5.22,3.03,1806
12914,1.38,Ideal,G,VVS1,61.8,56.0,7.15,7.12,4.41,13250
5488,0.77,Ideal,E,SI2,62.3,57.0,5.88,5.91,3.67,2689
12652,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,4330
22084,0.5,Fair,E,SI1,65.1,58.0,5.04,4.94,3.25,1114
19486,1.12,Premium,E,SI2,61.1,58.0,6.73,6.69,4.1,5620
11864,0.3,Very Good,I,SI2,63.3,56.0,4.3,4.26,2.71,450
18090,1.17,Ideal,F,SI2,62.2,55.0,6.73,6.7,4.18,5556
17952,1.5,Ideal,G,VS2,62.0,55.0,7.33,7.36,4.56,13135
23045,0.44,Ideal,I,VS2,61.9,54.0,4.91,4.95,3.05,732
8665,0.31,Good,E,SI1,63.2,59.0,4.28,4.33,2.72,544
9511,1.61,Very Good,E,SI2,63.0,59.9,7.42,7.45,4.68,10891
18245,0.71,Premium,G,SI1,62.8,61.0,5.64,5.59,3.53,2215
17745,0.31,Ideal,E,VS2,61.3,56.0,4.37,4.34,2.67,872
21036,0.32,Very Good,G,VS1,62.8,59.0,4.33,4.37,2.73,645
16642,0.56,Very Good,E,VS2,61.9,55.0,5.25,5.31,3.27,1819
5222,1.0,Good,D,SI1,60.4,64.0,6.39,6.3,3.83,5096
8946,0.63,Ideal,G,VS2,60.9,56.0,5.57,5.6,3.4,2357
15934,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,1061
21613,1.25,Ideal,F,VS1,62.0,55.0,6.95,6.91,4.3,9761
6136,1.5,Fair,H,SI2,64.6,59.0,7.2,7.11,4.62,6250
21708,0.7,Premium,F,SI1,61.8,59.0,5.76,5.67,3.53,2268
26512,0.51,Premium,E,VS2,61.3,58.0,5.13,5.15,3.15,1656
14658,1.0,Very Good,I,SI1,63.3,58.0,6.34,6.3,4.0,4200
23843,0.7,Premium,E,SI2,62.0,60.0,5.72,5.67,3.53,2376
2942,0.84,Premium,E,VS2,62.4,60.0,6.04,5.98,3.75,3528
21119,0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,2803
199,0.24,Ideal,F,VVS1,61.8,55.0,4.0,4.03,2.48,678
17441,1.22,Very Good,J,SI2,62.6,58.0,6.78,6.84,4.26,4652
21010,1.52,Very Good,I,VS1,62.2,63.0,7.26,7.23,4.51,9576
